Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Perú;0;0;Não;0
1;Perú;0;0;Não;0
2;ScdSqd;0;0;Não;0
2;ScdSqd;0;0;Não;0
3;Tropa Do Bruxo;0;0;Não;0
3;Tropa Do Bruxo;0;0;Não;0
4;Peruvian;0;0;Não;0
4;Peruvian;0;0;Não;0
5;Таллинн рулит;0;0;Não;0
5;Таллинн рулит;0;0;Não;0
