data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
03/04/2026 03:50,¥999¥,#P22RRULCV,0,12923,Arcanjos,Vitoria,3,0,0,7xElixir_Ladder,riverRacePvP,Ultimate Clash Pit,Dart Goblin | Firecracker | Goblins | Golem | Lightning | Musketeer | Royal Recruits | Skeleton Barrel,Boss Bandit | Electro Wizard | Fireball | Ice Spirit | P.E.K.K.A | Tombstone | Witch | Zap,1
03/04/2026 03:48,Dav,#2VYQGY9VG,0,11423,ALCHIMIST GT,Derrota,1,3,0,7xElixir_Ladder,riverRacePvP,Magic Academy,Barbarian Barrel | Electro Giant | Goblin Cage | Graveyard | Mighty Miner | Mini P.E.K.K.A | Poison | Skeletons,Bats | Electro Dragon | Hog Rider | Mini P.E.K.K.A | Mirror | Royal Ghost | Witch | Zap,1
03/04/2026 03:45,Rock,#9LQGPQRPC,0,11872,kanibal forever,Vitoria,1,0,0,7xElixir_Ladder,riverRacePvP,Magic Academy,Balloon | Fireball | Golden Knight | Lava Hound | Lumberjack | Mega Knight | Witch | Wizard,Battle Healer | Clone | Electro Dragon | Elixir Golem | Flying Machine | Giant Skeleton | Poison | Sparky,1
03/04/2026 03:41,ﾐｿﾁｹﾞ,#2JVP2QRY9,0,11395,#730,Derrota,0,1,0,7xElixir_Ladder,riverRacePvP,Magic Academy,Electro Spirit | Fisherman | Hunter | Magic Archer | Monk | Royal Ghost | Royal Giant | Zappies,Cannon | Fireball | Hog Rider | Ice Golem | Ice Spirit | Musketeer | Skeletons | The Log,1
