data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
07/02/2026 21:55,MagnificRengel2,#V8U2YR2R,0,0,Glash,Vitoria,2,1,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Guards | Mega Knight | Mini P.E.K.K.A | Minions | Mother Witch | Royal Hogs | Valkyrie | Vines,1
07/02/2026 21:51,iii,#YCVLPVLJ,0,0,J city,Vitoria,2,1,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Electro Spirit | Fireball | Fisherman | Guards | Hunter | Monk | Royal Giant | The Log,1
07/02/2026 16:06,raiz. RB,#GPY2CPUL,0,0,são Gonçalo RJ,Vitoria,2,1,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Bandit | Elite Barbarians | Firecracker | Goblin Gang | Lumberjack | Mini P.E.K.K.A | The Log | Witch,1
07/02/2026 04:13,松江阿部寛,#9LQ9R9QJY,0,0,SAMIR 2,Vitoria,3,1,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Boss Bandit | Dark Prince | Dart Goblin | Lumberjack | Mirror | Skeleton Barrel | Skeletons | Valkyrie,1
07/02/2026 01:59,saeed 51,#92Q0L8LU,0,0,USA USA USA USA,Vitoria,2,1,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Dart Goblin | Fireball | Firecracker | Giant Skeleton | Golem | Mortar | Night Witch | Rage,1
07/02/2026 01:53,Jhon,#LRCUUU9UU,0,0,Cru2.bo 2.0,Vitoria,3,0,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Minions | Royal Ghost | Royal Recruits | Skeleton Barrel | Wall Breakers,Berserker | Fireball | Hog Rider | Ice Spirit | Ice Wizard | Inferno Tower | Skeletons | The Log,1
