data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
07/04/2026 00:01,Adrian22,#PVCLCQJ8U,0,12435,LOS AMIGOS,Derrota,0,3,0,TripleElixir_Ladder,riverRacePvP,Magic Academy,Barbarian Barrel | Electro Giant | Goblin Cage | Graveyard | Mighty Miner | Mini P.E.K.K.A | Poison | Skeletons,Arrows | Cannon | Goblin Gang | Magic Archer | Royal Recruits | Spear Goblins | The Log | Wall Breakers,1
06/04/2026 23:29,EboniRayne,#82QCYGRY2,0,10060,The Clannibals,Derrota,0,3,0,TripleElixir_Ladder,riverRacePvP,Magic Academy,Balloon | Fireball | Golden Knight | Lava Hound | Lumberjack | Mega Knight | Witch | Wizard,Barbarian Barrel | Electro Dragon | Electro Spirit | Firecracker | Ice Wizard | Knight | Mini P.E.K.K.A | Tornado,1
06/04/2026 23:26,vse prosto,#8V0RVRGPJ,0,11236,Moscow United-2,Vitoria,3,0,0,TripleElixir_Ladder,riverRacePvP,Magic Academy,Electro Spirit | Fisherman | Hunter | Magic Archer | Monk | Royal Ghost | Royal Giant | Zappies,Arrows | Balloon | Barbarian Barrel | Knight | Rage | Skeleton Army | Valkyrie | Wizard,1
06/04/2026 13:45,ozastru,#PRVLV2P,0,0,Sem cla,Vitoria,1,0,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Cannon | Electro Wizard | Hog Rider | Prince | Rocket | Skeletons | The Log | Valkyrie,1
06/04/2026 05:33,ElecGiantIsGei,#9RVLRR2YY,0,0,IMPERIO LATINO,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Boss Bandit | Dart Goblin | Goblin Barrel | Ice Golem | Little Prince | Tesla | The Log | Vines,1
06/04/2026 05:31,Jacob!ツ,#200YCLVC8R,0,0,Antifat,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Goblin Barrel | Goblin Gang | Ice Spirit | Inferno Tower | Knight | Magic Archer | Rocket | The Log,1
06/04/2026 05:28,ささ,#G8R9CUQR8,0,0,Sem cla,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Cannon | Fire Spirit | Goblin Barrel | Ice Spirit | Magic Archer | Skeletons | Valkyrie | Wall Breakers,1
06/04/2026 05:26,Dark Light,#PRQP98VR,0,0,Invictus Gaming,Vitoria,1,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Executioner | Goblin Cage | Lightning | P.E.K.K.A | Royal Giant | Skeletons | Valkyrie,1
06/04/2026 05:22,Oohthey,#UJRLC92V,0,0,yayo’s men’s,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Bats | Dart Goblin | Furnace | Goblin Hut | Lightning | Mega Knight | Skeleton Army | The Log,1
06/04/2026 05:17,ABC,#G0LGGQLRY,0,0,Cúpula Goblin,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Bowler | Giant | Giant Snowball | Graveyard | Mini P.E.K.K.A | Minions | Vines | Witch,1
06/04/2026 05:12,shakib,#PL08R8YRV,0,0,Avenge®s,Derrota,0,3,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Battle Ram | Dark Prince | Executioner | Firecracker | Knight | Mega Knight | Mini P.E.K.K.A,1
06/04/2026 05:11,ChechaMcfly,#2QC8V2L0Q,0,0,AGROBOLOS,Derrota,0,3,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Electro Wizard | Firecracker | Knight | Mini P.E.K.K.A | Poison | Skeleton Barrel | Suspicious Bush | Witch,1
06/04/2026 05:09,星辰丶Ag,#UUL809CYP,0,0,星辰永耀世,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Electro Spirit | Guards | Knight | Miner | Mortar | Musketeer | Poison | The Log,1
06/04/2026 05:04,Onai,#2P2G8YCCJ,0,0,El Manso Clan,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Battle Ram | Electro Spirit | Fireball | Knight | Musketeer | Skeleton Army | Valkyrie | Zap,1
06/04/2026 05:01,TheMaxi,#VQ9UP0JP,0,0,Guerreros Max,Vitoria,2,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Balloon | Barbarian Barrel | Bomb Tower | Giant Snowball | Knight | Miner | Musketeer | Skeletons,1
06/04/2026 04:57,El vengador,#8VCYCPY08,0,0,Sem cla,Derrota,1,2,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Balloon | Barbarian Barrel | Bowler | Electro Dragon | Freeze | Inferno Dragon | Lumberjack | Tornado,1
06/04/2026 04:52,Sans1823,#V9G08R8R2,0,0,TEAM AREPA,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Balloon | Cannon | Dart Goblin | Furnace | Goblinstein | Knight | Lumberjack,1
06/04/2026 04:49,Joel,#92GGQCU2L,0,0,La Fortaleza PR,Vitoria,1,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Firecracker | Goblin Gang | Inferno Dragon | Knight | Magic Archer | Mega Knight | Witch,1
06/04/2026 04:44,5H4D0WR34P3R,#Y82C98RVG,0,0,Punishment,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Balloon | Electro Dragon | Electro Wizard | Giant Skeleton | Goblin Barrel | Guards | Mini P.E.K.K.A | Zap,1
06/04/2026 04:41,Victor?,#289QG8900,0,0,Sem cla,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Lightning | Magic Archer | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Firecracker | Hog Rider | Ice Spirit | Poison | Skeletons | Tesla | The Log | Valkyrie,1
06/04/2026 04:37,BLUE,#LCV02L00J,0,0,超常解放戦線,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Cannon | Fireball | Hog Rider | Ice Golem | Ice Spirit | Musketeer | Skeletons | The Log,1
06/04/2026 04:33,Luis,#U29PGVYUP,0,0,LA TIRANÍA,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Cannon | Goblin Gang | Hog Rider | Knight | Magic Archer | Rocket | Skeletons | The Log,1
06/04/2026 04:30,dijoquetenia18,#UJVY82Q9P,0,0,pero tenia 5,Vitoria,1,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Firecracker | Ice Spirit | Mega Knight | Prince | Skeletons | Tombstone | Zap,1
06/04/2026 04:27,juani $,#89PLP2VL9,0,0,Sem cla,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Battle Ram | Cannon | Elite Barbarians | Goblin Barrel | Goblin Gang | Knight | Magic Archer,1
06/04/2026 04:23,surfmyturgid,#V9UP0V89L,0,0,2v2,Derrota,0,2,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Dark Prince | Dart Goblin | Goblins | Rascals | Royal Ghost | Skeleton Barrel | Suspicious Bush | The Log,1
06/04/2026 04:20,Robloxin14,#QYYLGQ0CC,0,0,Guerrero Mayas,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Arrows | Balloon | Bats | Goblin Cage | Guards | Knight | Skeleton Barrel | Wizard,1
06/04/2026 04:15,うどん,#Y9Y2V29C8,0,0,Sem cla,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Dart Goblin | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Earthquake | Firecracker | Hog Rider | Ice Golem | Ice Spirit | Skeletons | Tesla | The Log,1
06/04/2026 04:10,jolowe2001,#QGUCPRC,0,0,Sem cla,Derrota,1,2,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Balloon | Elite Barbarians | Ice Spirit | Lumberjack | Minions | Mother Witch | Tesla | Zap,1
06/04/2026 04:06,영화인,#LPURRLVLU,0,0,대한민국 합체전술 쉼터,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Furnace | Goblin Hut | Graveyard | Ice Spirit | Poison | Skeletons | Valkyrie,1
06/04/2026 04:03,Galviscocho,#CP9V99CQ,0,0,Iranian eagles,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Electro Spirit | Goblin Hut | Lightning | Magic Archer | Royal Ghost | Royal Hogs | Skeletons,1
06/04/2026 04:00,Lj John,#8P0PP8LQ,0,0,DV Fans,Derrota,0,3,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Fireball | Goblin Giant | Knight | Magic Archer | Mini P.E.K.K.A | Minions | Rage | Sparky,1
06/04/2026 03:58,∆NINJA,#L99LPGGR0,0,0,4!20,Vitoria,1,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Archers | Arrows | Hog Rider | Knight | Mega Knight | Tesla | Valkyrie | Zap,1
06/04/2026 03:54,DemonNinja,#80JVYV0C0,0,0,Thunder Legion,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Baby Dragon | Boss Bandit | Dark Prince | Elite Barbarians | Mini P.E.K.K.A | Rage | Vines | Witch,1
06/04/2026 03:51,gordi,#RCR0JJ88,0,0,los toros negro,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Electro Spirit | Fireball | Fisherman | Hunter | Royal Ghost | Royal Giant | Skeletons,1
06/04/2026 03:47,Maverick,#UL0G22JC,0,0,Georgia Mafia,Derrota,1,2,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Bomb Tower | Earthquake | Firecracker | Goblins | Hog Rider | Ice Spirit | Mighty Miner | The Log,1
06/04/2026 03:43,perro ⚔️,#VG8U8UPLY,0,0,BARRIO LIBERTAD,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Arrows | Electro Wizard | Hog Rider | Lightning | Mega Knight | Prince | Valkyrie | Wizard,1
06/04/2026 03:40,Sticky Hands,#URCR2YJUL,0,0,$BidCardShop,Vitoria,1,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Cannon | Dart Goblin | Goblin Barrel | Ice Spirit | Knight | Princess | Skeleton Army | The Log,1
06/04/2026 01:03,eisteen,#UU98QYGL,0,0,Sergipe-Team,Derrota,0,3,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Balloon | Bomber | Freeze | Giant Skeleton | Skeleton Army | Valkyrie | Witch | Wizard,1
06/04/2026 01:01,GERSON √∆|,#QJRRUGYJ9,0,0,Black Tiger SVK,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Dart Goblin | Fireball | Firecracker | Hog Rider | Knight | Skeletons | Tesla | The Log,1
06/04/2026 00:58,_CORNELIO_,#LRULCJ0QR,0,0,Sem cla,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Fireball | Hog Rider | Ice Spirit | Magic Archer | Skeletons | Tesla | The Log | Valkyrie,1
06/04/2026 00:53,martim,#9R8YQVLL8,0,0,Gavetas India,Vitoria,2,1,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Baby Dragon | Balloon | Prince | Rage | Skeleton Army | Valkyrie | Witch | Wizard,1
06/04/2026 00:50,jaqob Q8,#2PLY0PQ2Y,0,0,new kuwait,Derrota,1,2,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Arrows | Balloon | Bats | Electro Wizard | Fire Spirit | Goblin Gang | Mega Knight | Mini P.E.K.K.A,1
06/04/2026 00:45,ＳＡＩ✨,#PY8CJ0Y0Y,0,0,200-201,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Fireball | Giant Snowball | Guards | Knight | Mega Minion | Mortar | Musketeer | Skeleton Barrel,1
06/04/2026 00:40,maddog,#2PRU82UQ,0,0,Sem cla,Vitoria,3,0,30,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Hogs | Royal Recruits | Skeleton Barrel,Bandit | Bats | Battle Ram | Dark Prince | Giant Snowball | Goblin Cage | Mega Knight | Musketeer,1
06/04/2026 00:37,jia,#P8PLUY2V9,0,0,New Ville Elite,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Firecracker | Goblin Gang | Goblins | Lightning | Minions | Royal Recruits | Skeleton Barrel | Wall Breakers,Archers | Fireball | Ice Spirit | Knight | Skeletons | Tesla | The Log | X-Bow,1
06/04/2026 00:33,Felipe,#VYRUPYV28,0,0,Xx Mad Max xX™,Derrota,0,1,0,Ranked1v1_NewArena2,pathOfLegend,Legendary Arena,Giant Skeleton | Goblin Gang | Goblins | Lightning | Minions | Royal Recruits | Skeleton Barrel | Wall Breakers,Executioner | Hog Rider | Ice Spirit | Knight | Lightning | Skeletons | The Log | Tornado,1
