data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
26/02/2026 13:18,tu macho,#RGQ889G80,0,0,Los Papuss,Derrota,0,3,0,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel | Wall Breakers,Balloon | Knight | Lumberjack | Minions | Princess | The Log | Valkyrie | Witch,1
26/02/2026 13:11,SENATOR,#Y8VVP9RYP,0,0,Blue,Vitoria,3,0,30,Ranked1v1_NewArena,pathOfLegend,Legendary Arena,Goblin Gang | Goblins | Lightning | Mega Knight | Minions | Royal Recruits | Skeleton Barrel | Wall Breakers,Dart Goblin | Firecracker | Golden Knight | Hog Rider | Ice Spirit | Mini P.E.K.K.A | Valkyrie | Wall Breakers,1
