data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
10/01/2026 01:42,Emanoloko,#29RCP2222,0,11695,Black Hauss,Vitoria,3,0,30,Ladder,PvP,Summit of Heroes,Archer Queen | Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Musketeer | Royal Recruits | Skeleton Barrel,Barbarian Barrel | Fireball | Knight | Minions | Mortar | Musketeer | Skeleton Barrel | Skeletons,1
10/01/2026 01:38,jdjsnns,#UY0UP2V8G,0,11713,anç,Derrota,0,1,-30,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Dark Prince | Fireball | Firecracker | Hog Rider | Ice Spirit | Magic Archer | P.E.K.K.A | Zap,1
10/01/2026 01:34,pigeon toe,#9Q9VY209,0,11751,#Loading,Derrota,0,1,-30,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Arrows | Bandit | Dart Goblin | Electro Wizard | Furnace | Goblin Gang | Mega Knight | Mini P.E.K.K.A,1
10/01/2026 01:27,KuZaVoK,#Q2L08URG,0,11714,Peru Royale,Vitoria,1,0,28,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Cannon | Fireball | Hog Rider | Ice Golem | Ice Spirit | Musketeer | Skeletons | The Log,1
10/01/2026 00:36,Terri,#PYP98UGQ,0,11691,Renegados,Vitoria,1,0,29,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Bats | Elite Barbarians | Firecracker | Goblin Barrel | Mega Knight | Skeleton Army | Witch | Zap,1
10/01/2026 00:32,ALBINO RHINO,#2GGUPPRU9,0,11732,House Stark,Derrota,0,1,-29,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Bandit | Electro Wizard | Goblin Gang | Hog Rider | Mega Knight | Skeleton Army | Wizard | Zap,1
10/01/2026 00:26,VII,#98LR8LY2,0,11740,BIG STEPPAS,Derrota,0,3,-31,Ladder,PvP,Summit of Heroes,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Mega Knight | Musketeer | Royal Recruits | Skeleton Barrel,Bats | Firecracker | Giant Skeleton | Knight | Mega Knight | Skeleton Army | The Log | Wizard,1
