data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
01/05/2026 12:19,bimba,#8QU8YCVJJ,0,13097,Sem cla,Vitoria,3,0,27,Ladder,PvP,Little Prince's Tavern,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Miner | Minions | Royal Recruits | Skeleton Barrel,Bats | Fireball | Goblin Gang | Hunter | Inferno Dragon | Mega Knight | Mother Witch | Princess,1
01/05/2026 12:06,Joaolima,#JCYJ09U9G,0,13096,♓SALVADORES♓,Vitoria,3,1,30,Ladder,PvP,Little Prince's Tavern,Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Miner | Minions | Royal Recruits | Skeleton Barrel,Archers | Bats | Elixir Golem | Hog Rider | Knight | Mega Knight | Musketeer | Zap,1
