data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
24/04/2026 18:17,Duduzin;),#89U2YVLY,15,12059,BRZ Esports,victory,1,0,+0.12,Ramp Up Battle,specialEvent,Legendary Arena,Evolved Goblin Giant | Archer Queen | Evolved Skeletons | Royal Hogs | Electro Giant | Barbarian Barrel | Poison | Graveyard,Evolved Firecracker | The Log | Evolved P.E.K.K.A | Tesla | Hog Rider | Fireball | Ice Spirit | Ice Golem,1
