data,nome_oponente,tag_oponente,nivel_oponente,trofes_oponente,clan_oponente,resultado,coroas_jogador,coroas_oponente,mudanca_trofes,modo_jogo,tipo_batalha,arena,deck_jogador,deck_oponente,vezes_enfrentado
21/08/2023 04:44,Monkey D rip,#8028QYLRR,0,0,LastElite,Derrota,0,1,0,Ranked,pathOfLegend,Legendary Arena,Royal Delivery | Evolved Skeletons | Goblin Gang | Goblins | Barbarian Barrel | Elite Barbarians | Skeleton Barrel | Monk,Archer Queen | Knight | Ice Spirit | Fire Spirit | X-Bow | Elixir Collector | The Log | Goblins,1
21/08/2023 04:44,monkey d rip,#8028qylrr,0,0,lastelite,derrota,0,1,0,ranked,pathoflegend,legendary arena,royal delivery | evolved skeletons | goblin gang | goblins | barbarian barrel | elite barbarians | skeleton barrel | monk,archer queen | knight | ice spirit | fire spirit | x-bow | elixir collector | the log | goblins,1
