data;nome_oponente;tag_oponente;nivel_oponente;trofes_oponente;clan_oponente;resultado;coroas_jogador;coroas_oponente;mudanca_trofes;modo_jogo;tipo_batalha;arena;deck_jogador;deck_oponente;vezes_enfrentado;elixir_vazado_jogador;elixir_vazado_oponente;nivel_torre_jogador;vida_torre_rei_jogador;vida_torre_rei_oponente;vida_torres_princesa_jogador;vida_torres_princesa_oponente;trofes_iniciais_jogador;trofes_finais_jogador;posicao_global_jogador;posicao_global_oponente;nivel_torre_oponente
30/04/2026 23:21;신나게흔드록바;#8G92YLJ8Q;0;13081;#CountDown;Vitoria;3;0;31;Ladder;PvP;Little Prince's Tavern;Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Miner | Minions | Royal Recruits | Skeleton Barrel;Cannon | Fireball | Hog Rider | Ice Golem | Ice Spirit | Musketeer | Skeletons | The Log;1;0.55;0.81;0;7728;0;3844 | 4858;0;13060;13091;N/A;N/A;0
30/04/2026 23:06;Aycross;#8C2YQQVCP;0;13032;Team GB;Vitoria;2;0;30;Ladder;PvP;Little Prince's Tavern;Barbarian Barrel | Dart Goblin | Goblin Gang | Lightning | Miner | Minions | Royal Recruits | Skeleton Barrel;Archers | Arrows | Electro Spirit | Firecracker | Hog Rider | Mini P.E.K.K.A | Royal Hogs | Valkyrie;1;0.83;7.41;0;7728;4654;907 | 1634;0;13030;13060;N/A;N/A;0
