Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;9930;0;Não;2300
2;peru;5524;0;Não;1875
3;Orcos Samurai;3491;0;Não;2100
4;28 royale 29;2928;0;Não;500
5;Tropa Do Bruxo;800;0;Não;350
