Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;19550;0;Não;0
2;peru;13450;0;Não;0
3;28 royale 29;9100;0;Não;0
4;Orcos Samurai;7850;0;Não;0
5;Tropa Do Bruxo;1100;0;Não;0
