Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Таллинн рулит;9878;0;Não;5850
2;ScdSqd;5430;0;Não;2900
3;Perú;3919;0;Não;3150
4;Tropa Do Bruxo;2294;0;Não;1500
5;Peruvian;0;0;Não;0
