Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;5150;0;Não;0
2;IRAN SOLID;4550;0;Não;0
3;28 royale 29;2900;0;Não;0
4;Orcos Samurai;2300;0;Não;0
5;Tropa Do Bruxo;0;0;Não;0
