Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;3221;0;Não;1700
2;TITA;1948;0;Não;800
3;Donations 2.0;1202;0;Não;0
4;TESCHIO NERO;712;0;Não;175
5;Tropa Do Bruxo;447;0;Não;400
