Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;3243;0;Não;1150
2;TITA;2005;0;Não;800
3;Donations 2.0;1202;0;Não;200
4;TESCHIO NERO;700;0;Não;275
5;Tropa Do Bruxo;400;0;Não;0
