Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;27250;0;Não;0
2;peru;21450;0;Não;0
3;28 royale 29;12750;0;Não;0
4;Orcos Samurai;12550;0;Não;0
5;Tropa Do Bruxo;2300;0;Não;0
