Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Таллинн рулит;19950;0;Não;0
2;ScdSqd;17750;0;Não;0
3;Perú;11400;0;Não;0
4;Tropa Do Bruxo;9700;0;Não;0
5;Peruvian;0;0;Não;0
