Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;frijoleros;3000;0;Não;0
2;Velha Guarda;2070;0;Não;2800
3;BARDERO$;1053;0;Não;0
4;Nova eHope;802;0;Não;100
5;Tropa Do Bruxo;512;0;Não;75
