Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;BLACK「DR4GON;6000;0;Não;0
2;Dead Division;59;0;Não;0
3;2솔;0;0;Não;0
4;يقولون ليلى;0;0;Não;0
5;sexgott69;0;0;Não;0
