Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;3236;0;Não;3750
2;IRAN SOLID;1888;0;Não;2700
3;28 royale 29;1202;0;Não;3200
4;Orcos Samurai;691;0;Não;4300
5;Tropa Do Bruxo;443;0;Não;500
