Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;3423;0;Não;6450
2;Orcos Samurai;1891;0;Não;3175
3;peru;1395;0;Não;3775
4;28 royale 29;880;0;Não;2550
5;Tropa Do Bruxo;400;0;Não;0
