Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;7158;0;Não;1425
2;TITA;6144;0;Não;2150
3;Donations 2.0;5547;0;Não;950
4;TESCHIO NERO;2047;0;Não;575
5;Tropa Do Bruxo;800;0;Não;0
