Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Velha Guarda;6454;0;Não;0
2;frijoleros;2800;0;Não;0
3;BARDERO$;2447;0;Não;0
4;Nova eHope;1718;0;Não;300
5;Tropa Do Bruxo;600;0;Não;0
