Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;7084;0;Não;2600
2;la famax 2.0;6218;0;Não;1500
3;bubabtzkamerad;5329;0;Não;2875
4;Tropa Do Bruxo;600;0;Não;0
5;INVICTUS;0;0;Não;0
