Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;12100;0;Não;0
2;peru;9350;0;Não;0
3;28 royale 29;5500;0;Não;0
4;Orcos Samurai;5050;0;Não;0
5;Tropa Do Bruxo;800;0;Não;0
