Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Velha Guarda;3227;0;Não;700
2;frijoleros;1800;0;Não;0
3;Nova eHope;1159;0;Não;100
4;BARDERO$;647;0;Não;500
5;Tropa Do Bruxo;0;0;Não;400
