Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;5189;0;Não;2450
2;TITA;5043;0;Não;525
3;Donations 2.0;2004;0;Não;800
4;TESCHIO NERO;1824;0;Não;1075
5;Tropa Do Bruxo;847;0;Não;0
