Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;TITA;7389;0;Não;2050
2;www.geppetto.sk;7328;0;Não;2900
3;Donations 2.0;4176;0;Não;950
4;TESCHIO NERO;1959;0;Não;925
5;Tropa Do Bruxo;1200;0;Não;400
