Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;8048;0;Não;3300
2;Orcos Samurai;4691;0;Não;2000
3;28 royale 29;4145;0;Não;5200
4;IRAN SOLID;3088;0;Não;2700
5;Tropa Do Bruxo;1243;0;Não;850
