Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;3239;0;Não;0
2;IRAN SOLID;1968;0;Não;1350
3;Orcos Samurai;1179;0;Não;300
4;28 royale 29;784;0;Não;0
5;Tropa Do Bruxo;512;0;Não;0
