Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;3252;0;Não;6175
2;Orcos Samurai;1937;0;Não;3150
3;peru;1308;0;Não;3225
4;28 royale 29;880;0;Não;950
5;Tropa Do Bruxo;643;0;Não;300
