Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;BLACK「DR4GON;3000;0;Não;0
2;dopplerganger;59;0;Não;0
3;NEXOS;0;0;Não;0
4;CW Kneuzen;0;0;Não;0
5;DupsisPoP;0;0;Não;0
