Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;BLACK「DR4GON;59;0;Não;0
2;2솔;0;0;Não;0
3;يقولون ليلى;0;0;Não;0
4;sexgott69;0;0;Não;0
5;Dead Division;0;0;Não;0
