data_coleta;dia_batalha;conta_tipo;player_tag;player_nome;player_fame;player_posicao;clan_tag;clan_nome;clan_posicao;clan_fame;decks_usados;boat_attacks;deck_1;deck_1_tipo;deck_2;deck_2_tipo;deck_3;deck_3_tipo;deck_4;deck_4_tipo;war_vitorias;war_derrotas;war_medals;war_torre;war_battles_count
2026-06-10;Reset;TOP_GLOBAL;#8P0LR2YCJ;VEN EVOFQ 404CV;0;3;#L9VRJ;Calalas España;1;0;0;0;Electro Dragon, Goblins, Furnace, Golem, Barbarians, Skeleton Dragons, Lumberjack, Tornado;RangeBattle;Royal Hogs, Golden Knight, Royal Recruits, Goblin Cage, Flying Machine, Zappies, Arrows, Electro Spirit;RangeBattle;Mega Knight, Archer Queen, Bats, Prince, Bandit, Goblin Gang, Wall Breakers, Zap;Duelo;Goblin Giant, Boss Bandit, Archers, Sparky, Dark Prince, Minions, Fireball, Barbarian Barrel;Duelo;3;1;800;Tower Princess;3
2026-06-10;Reset;TOP_GLOBAL;#22CUVRCC;完成体❟❛❟Susanoo;0;4;#L9VRJ;Calalas España;1;0;0;0;Valkyrie, Barbarian Barrel, Wizard, Zappies, Bowler, Tornado, Freeze, Graveyard;RangeBattle;Royal Giant, Skeleton King, Witch, Tombstone, The Log, Lightning, Fisherman, Electro Spirit;RangeBattle;Mega Knight, Goblinstein, Firecracker, Goblin Barrel, Arrows, Goblin Gang, Prince, Bandit;Duelo;P.E.K.K.A, Dark Prince, Bomber, Electro Wizard, Zap, Fireball, Magic Archer, Battle Ram;Duelo;0;4;400;Tower Princess;3
2026-06-10;Reset;TOP_GLOBAL;#2JJC0VC9;Buggato;0;5;#L9VRJ;Calalas España;1;0;0;0;Royal Giant, Skeleton King, Witch, Fisherman, Tombstone, Electro Spirit, Lightning, Barbarian Barrel;RangeBattle;Royal Recruits, Zappies, Firecracker, Fireball, The Log, Royal Hogs, Flying Machine, Goblin Cage;RangeBattle;Valkyrie, Goblins, Wizard, Inferno Dragon, Bowler, Graveyard, Freeze, Tornado;Duelo;P.E.K.K.A, Dark Prince, Battle Ram, Bandit, Electro Wizard, Bats, Arrows, Goblin Gang;Duelo;0;4;400;Tower Princess;3
2026-06-10;Reset;TOP_GLOBAL;#2Y88G2LG0;LegalBreezy;0;3;#8UJ2UUJ8;#MuUuKaNs!!;2;0;0;0;Goblin Barrel, Mini P.E.K.K.A, Dart Goblin, Knight, Goblin Gang, Balloon, The Log, Fire Spirit;RangeBattle;Hunter, Royal Ghost, Electro Spirit, Royal Recruits, Fisherman, Fireball, Skeletons, Zap;RangeBattle;;;;;1;1;300;Tower Princess;2
2026-06-10;Reset;TOP_GLOBAL;#8QV8YLGVJ;Angelo;0;4;#8UJ2UUJ8;#MuUuKaNs!!;2;0;0;0;Inferno Dragon, Golden Knight, Electro Dragon, Elixir Golem, Rage, Battle Healer, Fire Spirit, Arrows;RangeBattle;Firecracker, Ice Spirit, Princess, Ice Wizard, Ram Rider, Fireball, The Log, Inferno Tower;RangeBattle;Wall Breakers, Skeleton King, Witch, Archers, Minions, Giant Snowball, Skeleton Army, Skeleton Barrel;RangeBattle;Furnace, Valkyrie, Skeletons, Cannon, Zap, Dart Goblin, Elite Barbarians, Musketeer;RangeBattle;2;2;600;Tower Princess;4
2026-06-10;Reset;#2QR292P;#UYJ0YGYP;amir.cr7;300;2;#99V9V22C;IRAN SOLID;1;0;0;0;Firecracker, Musketeer, Dart Goblin, Mini P.E.K.K.A, Electro Giant, Cannon Cart, Wall Breakers, Minions;RangeBattle;Witch, Knight, Electro Dragon, Royal Giant, Bowler, The Log, Cannon, Goblin Barrel;Duelo;P.E.K.K.A, Zap, Executioner, Fireball, Hog Rider, Electro Wizard, Bandit, Royal Ghost;Duelo;Mega Knight, Wizard, Valkyrie, Balloon, Tesla, Royal Delivery, Rage, Goblin Gang;Duelo;0;3;300;Tower Princess;2
2026-06-10;Reset;#2QR292P;#GGV0U2UPQ;cratos;300;27;#QCLPL9VQ;Tropa Do Bruxo;4;0;0;0;Musketeer, Golden Knight, Mini P.E.K.K.A, Skeleton Dragons, Baby Dragon, Hog Rider, Elixir Golem, Skeleton Barrel;RangeBattle;Firecracker, Princess, Mega Knight, Executioner, Witch, Tombstone, Clone, Valkyrie;RangeBattle;;;;;1;1;300;Tower Princess;2
2026-06-10;Reset;TOP_GLOBAL;#Q008V00U;carmine;400;1;#9U82JJ0Y;TheAddictedOnes;3;0;3;0;Mortar, Goblins, Skeleton King, Bats, Cannon Cart, Arrows, Ice Wizard, Miner;RangeBattle;Valkyrie, Barbarian Barrel, Witch, Graveyard, Poison, Vines, Goblin Hut, Berserker;Duelo;Furnace, Mighty Miner, Cannon, Earthquake, Electro Spirit, Skeletons, The Log, Hog Rider;Duelo;Battle Ram, Magic Archer, Lumberjack, Mother Witch, Zap, Fireball, Bandit, Giant Skeleton;RangeBattle;2;2;600;Tower Princess;3
2026-06-10;Reset;TOP_GLOBAL;#8G2CJG9L;pяiисе;800;1;#L9VRJ;Calalas España;1;0;4;0;Battle Ram, Wizard, Royal Ghost, Giant Skeleton, Mother Witch, Giant Snowball, Vines, Zappies;RangeBattle;Mortar, Goblins, Skeleton Barrel, Minions, Cannon Cart, Rascals, The Log, Fireball;Duelo;Inferno Dragon, Mega Minion, Valkyrie, Lava Hound, Void, Balloon, Zap, Tombstone;Duelo;Furnace, Dark Prince, Tesla, Graveyard, Poison, Ice Spirit, Skeletons, Barbarian Barrel;Duelo;3;0;700;Tower Princess;2
