Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;6318;0;Não;2100
2;bubabtzkamerad;3360;0;Não;600
3;la famax 2.0;3059;0;Não;1300
4;Tropa Do Bruxo;0;0;Não;0
5;INVICTUS;0;0;Não;0
