Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;bubabtzkamerad;7533;0;Não;2200
2;Сызрань;6368;0;Não;1200
3;la famax 2.0;3877;0;Não;1100
4;Tropa Do Bruxo;2600;0;Não;400
5;INVICTUS;0;0;Não;0
