Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;5225;0;Não;3725
2;IRAN SOLID;4968;0;Não;3325
3;Orcos Samurai;2268;0;Não;4750
4;28 royale 29;1568;0;Não;1650
5;Tropa Do Bruxo;912;0;Não;650
