Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;3159;0;Não;2450
2;la famax 2.0;1959;0;Não;1000
3;bubabtzkamerad;1280;0;Não;1500
4;Tropa Do Bruxo;0;0;Não;0
5;INVICTUS;0;0;Não;0
