Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;8062;0;Não;1800
2;bubabtzkamerad;6020;0;Não;1325
3;la famax 2.0;5077;0;Não;600
4;INVICTUS;777;0;Não;0
5;Tropa Do Bruxo;600;0;Não;0
