Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;6084;0;Não;500
2;bubabtzkamerad;3286;0;Não;850
3;la famax 2.0;3118;0;Não;800
4;Tropa Do Bruxo;600;0;Não;0
5;INVICTUS;0;0;Não;0
