Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Таллинн рулит;11100;0;Não;0
2;ScdSqd;8150;0;Não;0
3;Perú;5150;0;Não;0
4;Tropa Do Bruxo;4650;0;Não;0
5;Peruvian;0;0;Não;0
