Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Таллинн рулит;6603;0;Não;6650
2;ScdSqd;4287;0;Não;2200
3;Perú;2119;0;Não;3225
4;Tropa Do Bruxo;1604;0;Não;1100
5;Peruvian;0;0;Não;0
