Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;8364;0;Não;4150
2;IRAN SOLID;5968;0;Não;4050
3;Orcos Samurai;4068;0;Não;3250
4;28 royale 29;2168;0;Não;2600
5;Tropa Do Bruxo;1312;0;Não;450
