Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;peru;5048;0;Não;6150
2;Orcos Samurai;3691;0;Não;3825
3;IRAN SOLID;2488;0;Não;3950
4;28 royale 29;2345;0;Não;4700
5;Tropa Do Bruxo;843;0;Não;900
