Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Velha Guarda;8481;0;Não;1750
2;Nova eHope;4818;0;Não;1300
3;frijoleros;3400;0;Não;0
4;BARDERO$;2447;0;Não;600
5;Tropa Do Bruxo;1600;0;Não;0
