Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;8310;0;Não;1650
2;TITA;5643;0;Não;2300
3;Donations 2.0;4006;0;Não;1550
4;TESCHIO NERO;2877;0;Não;1775
5;Tropa Do Bruxo;847;0;Não;700
