Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;6787;0;Não;8675
2;peru;3531;0;Não;4850
3;Orcos Samurai;2491;0;Não;3425
4;28 royale 29;2160;0;Não;1900
5;Tropa Do Bruxo;400;0;Não;1600
