Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;6262;0;Não;1050
2;la famax 2.0;3918;0;Não;1300
3;bubabtzkamerad;2680;0;Não;1225
4;INVICTUS;718;0;Não;0
5;Tropa Do Bruxo;600;0;Não;0
