Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;www.geppetto.sk;5227;0;Não;1650
2;Donations 2.0;4404;0;Não;800
3;TITA;3098;0;Não;2200
4;TESCHIO NERO;1400;0;Não;725
5;Tropa Do Bruxo;400;0;Não;0
