Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;IRAN SOLID;6451;0;Não;4600
2;peru;3357;0;Não;5950
3;Orcos Samurai;2937;0;Não;4600
4;28 royale 29;1760;0;Não;4825
5;Tropa Do Bruxo;1286;0;Não;1200
