Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;3131;0;Não;1850
2;la famax 2.0;1959;0;Não;1100
3;bubabtzkamerad;1340;0;Não;1050
4;Tropa Do Bruxo;600;0;Não;0
5;INVICTUS;59;0;Não;200
