Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;9477;0;Não;1800
2;la famax 2.0;4959;0;Não;1000
3;bubabtzkamerad;4640;0;Não;425
4;Tropa Do Bruxo;0;0;Não;0
5;INVICTUS;0;0;Não;0
