Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Velha Guarda;5340;0;Não;500
2;frijoleros;4800;0;Não;500
3;Nova eHope;2004;0;Não;0
4;Tropa Do Bruxo;1224;0;Não;0
5;BARDERO$;1053;0;Não;0
