Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;9400;0;Não;0
2;la famax 2.0;4600;0;Não;0
3;bubabtzkamerad;4500;0;Não;0
4;Tropa Do Bruxo;3450;0;Não;0
5;INVICTUS;2700;0;Não;0
