Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;TITA;6384;0;Não;0
2;www.geppetto.sk;4160;0;Não;325
3;Donations 2.0;2286;0;Não;0
4;TESCHIO NERO;1359;0;Não;0
5;Tropa Do Bruxo;800;0;Não;0
