Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;TITA;3248;0;Não;3100
2;www.geppetto.sk;2080;0;Não;1750
3;Donations 2.0;1143;0;Não;500
4;TESCHIO NERO;759;0;Não;725
5;Tropa Do Bruxo;400;0;Não;550
