Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;3200;0;Não;0
2;bubabtzkamerad;1200;0;Não;0
3;la famax 2.0;1000;0;Não;0
4;Tropa Do Bruxo;700;0;Não;0
5;INVICTUS;0;0;Não;0
