Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;BLACK「DR4GON;3149;0;Não;0
2;Top Resenhas;59;0;Não;0
3;Мегагеи;0;0;Não;0
4;OS SAPEKINHAS;0;0;Não;0
5;Gamingghosts315;0;0;Não;0
