Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;5800;0;Não;0
2;la famax 2.0;2100;0;Não;0
3;bubabtzkamerad;2100;0;Não;0
4;Tropa Do Bruxo;1300;0;Não;0
5;INVICTUS;900;0;Não;0
