Posicao;Nome_Cla;Fama_Atual;Pontos_Reparo;Finalizado;Pontos_Periodo
1;Сызрань;3184;0;Não;0
2;bubabtzkamerad;2111;0;Não;600
3;la famax 2.0;1159;0;Não;500
4;Tropa Do Bruxo;600;0;Não;400
5;INVICTUS;0;0;Não;0
